host_id,bairro_group,price,minimo_noites,numero_de_reviews,latitude,longitude,reviews_por_mes,disponibilidade_365,Entire home/apt,Private room,Shared room
42835213,Brooklyn,75.0,4,27,40.64841,-73.95178,0.95,54,0,1,0
113558700,Queens,30.0,1,61,40.72749,-73.86035,2.17,361,0,1,0
117922187,Manhattan,150.0,1,0,40.76437,-73.94844,,88,0,1,0
117932348,Manhattan,155.0,20,25,40.73521,-73.98147,1.06,62,1,0,0
29655230,Brooklyn,68.0,30,11,40.69507,-73.93426,0.39,87,0,1,0
117930151,Queens,109.0,1,35,40.74454,-73.94016,1.23,364,0,1,0
117941939,Brooklyn,20.0,14,3,40.71269,-73.96409,0.11,277,0,1,0
117945802,Brooklyn,88.0,2,11,40.6425,-73.94293,0.39,0,1,0,0
49704571,Brooklyn,80.0,30,6,40.71942,-73.94272,0.22,156,1,0,0
117962524,Brooklyn,100.0,1,1,40.60913,-73.95254,0.03,0,0,1,0
33511962,Manhattan,10.0,1,0,40.81302,-73.95349,,0,0,0,1
200243,Manhattan,55.0,1,8,40.8255,-73.9435,0.28,293,0,1,0
74104595,Brooklyn,40.0,15,0,40.68904,-73.92982,,42,1,0,0
17687105,Manhattan,80.0,1,0,40.79215,-73.97108,,0,0,1,0
118084951,Brooklyn,75.0,1,162,40.72214,-73.93725,5.7,1,1,0,0
15145088,Manhattan,184.0,30,3,40.78688,-73.97403,0.12,346,1,0,0
30054890,Brooklyn,56.0,2,4,40.70818,-73.94952,0.14,0,0,1,0
118110284,Brooklyn,160.0,7,3,40.71447,-73.96234,0.12,43,1,0,0
28584159,Manhattan,65.0,300,1,40.75001,-73.98629,0.04,89,0,1,0
4378763,Queens,77.0,3,48,40.75276,-73.93102,1.72,332,0,1,0
12767750,Manhattan,65.0,5,2,40.81161,-73.94394,0.07,0,0,1,0
48534640,Brooklyn,35.0,15,2,40.69601,-73.9069,0.07,0,0,1,0
20851517,Manhattan,98.0,6,1,40.76654,-73.98812,0.15,8,0,1,0
5635997,Manhattan,66.66666666666667,6,5,40.79456,-73.96853,0.19,108,1,0,0
432867,Brooklyn,64.0,2,16,40.67613,-73.97095,0.57,6,0,1,0
118199454,Brooklyn,70.0,4,15,40.6975,-73.92998,1.05,35,0,1,0
2610519,Manhattan,250.0,1,2,40.74252,-73.991,0.07,0,1,0,0
38294216,Queens,55.0,10,1,40.66654,-73.81219,0.09,300,0,1,0
118208750,Manhattan,249.0,3,2,40.73773,-74.00181,0.08,0,1,0,0
12588825,Manhattan,175.0,4,3,40.79358,-73.97452,0.11,0,0,1,0
118226205,Brooklyn,69.0,2,61,40.71738,-73.94158,2.14,42,0,1,0
1397707,Manhattan,198.0,3,9,40.81446,-73.9379,0.35,127,1,0,0
4173425,Manhattan,69.0,2,65,40.81767,-73.94051,2.38,11,1,0,0
109773614,Brooklyn,60.0,2,32,40.67809,-73.9128,1.15,0,0,1,0
2522596,Manhattan,103.0,2,12,40.76051,-73.99183,0.42,0,1,0,0
116889152,Manhattan,135.0,2,138,40.81968,-73.9458,4.83,45,1,0,0
33116792,Queens,31.0,5,75,40.69406,-73.90068,2.7,13,0,1,0
1377444,Brooklyn,245.0,3,33,40.68409,-73.94154,1.19,60,1,0,0
49166783,Brooklyn,175.0,3,0,40.71704,-73.95371,,0,0,0,1
118276455,Manhattan,200.0,30,5,40.79517,-73.97555,0.21,271,1,0,0
12302104,Manhattan,72.0,1,134,40.72386,-73.98105,4.69,251,0,1,0
3637890,Manhattan,123.0,7,3,40.73565,-73.99613,0.11,0,1,0,0
5684780,Brooklyn,90.0,3,3,40.68348,-73.95123,0.11,0,0,1,0
86108833,Bronx,20.0,1,116,40.84034,-73.83007,4.09,5,0,0,1
2464187,Staten Island,50.0,1,12,40.63703,-74.08423,0.42,0,0,1,0
118378908,Brooklyn,45.0,28,19,40.71354,-73.95011,0.72,297,0,1,0
32357613,Brooklyn,41.0,1,12,40.68759,-73.92356,0.42,0,0,1,0
118378908,Brooklyn,75.0,1,15,40.71531,-73.94986,0.56,325,0,1,0
4035291,Brooklyn,105.0,3,93,40.67308,-73.95523,4.16,89,1,0,0
118341133,Brooklyn,55.0,2,2,40.70537,-73.92269,0.07,0,0,1,0
2861103,Brooklyn,100.0,1,82,40.71992,-73.9413,2.95,0,0,1,0
118394855,Brooklyn,65.0,1,14,40.71499,-73.94634,0.49,0,0,1,0
118400082,Queens,149.0,2,51,40.74122,-73.85334,1.9,242,1,0,0
52129673,Manhattan,50.0,1,17,40.82827,-73.94785,1.11,0,0,1,0
1730026,Manhattan,78.0,3,3,40.7127,-73.98857,0.21,166,0,1,0
105315839,Queens,75.0,1,75,40.66989,-73.77454,2.66,294,1,0,0
115227524,Manhattan,70.0,28,0,40.81638,-73.95937,,0,0,1,0
83351115,Brooklyn,50.0,12,0,40.69484,-73.92499,,0,0,1,0
24037775,Manhattan,250.0,4,0,40.74392,-73.9946,,0,1,0,0
118430352,Brooklyn,75.0,1,0,40.67519,-73.9402,,0,0,1,0
7275333,Manhattan,133.0,2,37,40.73695,-73.97336,1.39,33,0,1,0
8435480,Brooklyn,150.0,2,115,40.72398,-73.94978,4.26,32,1,0,0
775409,Brooklyn,140.0,3,34,40.69478,-73.96126,2.95,54,1,0,0
17477908,Manhattan,200.0,30,2,40.79424,-73.96588,0.11,338,1,0,0
118539035,Manhattan,99.0,120,2,40.73746,-73.98338,0.08,167,1,0,0
27522582,Brooklyn,50.0,1,0,40.70105,-73.91547,,0,0,1,0
118554120,Manhattan,122.0,7,7,40.78073,-73.95013,0.27,0,1,0,0
11968765,Manhattan,85.0,3,71,40.85338,-73.93232,2.54,60,0,1,0
90215210,Brooklyn,45.0,4,37,40.67167,-73.93088,1.29,84,0,1,0
15864671,Queens,130.0,4,0,40.76984,-73.91815,,83,1,0,0
47735494,Queens,31.0,1,37,40.72701,-73.87022,1.3,0,0,1,0
118547015,Manhattan,125.0,2,16,40.72103,-73.99866,0.57,0,1,0,0
114093125,Manhattan,100.0,4,65,40.8269,-73.93634,2.3,48,1,0,0
1923413,Brooklyn,60.0,2,18,40.70772,-73.94126,0.63,0,0,1,0
8381084,Manhattan,80.0,2,12,40.71264,-73.99893,0.43,8,1,0,0
46599828,Manhattan,150.0,3,6,40.74481,-73.98523,0.23,0,1,0,0
37519641,Brooklyn,160.0,2,4,40.61364,-74.0354,0.42,313,1,0,0
87889145,Brooklyn,59.0,2,68,40.64458,-73.90285,3.5,240,1,0,0
16356565,Brooklyn,30.0,3,27,40.63356,-73.95073,1.25,1,0,0,1
11620529,Manhattan,85.0,2,2,40.81108,-73.94682,0.08,0,1,0,0
53759518,Brooklyn,110.0,2,0,40.71397,-73.94572,,0,0,1,0
1647256,Manhattan,180.0,9,0,40.73418,-74.00621,,0,1,0,0
3191545,Manhattan,199.0,30,6,40.76589,-73.98434,0.23,365,1,0,0
32788186,Manhattan,35.0,1,27,40.85321,-73.93596,0.95,33,0,0,1
118378908,Brooklyn,70.0,28,28,40.7141,-73.95064,1.01,303,0,1,0
3191545,Manhattan,195.0,30,0,40.75766,-73.99089,,364,1,0,0
3191545,Manhattan,169.0,30,1,40.75919,-73.99229,0.04,115,1,0,0
3191545,Manhattan,195.0,30,0,40.7593,-73.99229,,364,1,0,0
3191545,Manhattan,195.0,30,0,40.76501,-73.98312,,364,1,0,0
3191545,Manhattan,243.0,30,0,40.76321,-73.98356,,364,1,0,0
3191545,Manhattan,195.0,30,0,40.76536,-73.98469,,364,1,0,0
17770287,Manhattan,115.0,30,8,40.74896,-73.98277,0.31,203,1,0,0
17770287,Manhattan,150.0,30,5,40.74916,-73.98115,0.22,339,1,0,0
3191545,Manhattan,150.0,30,1,40.74526,-73.97679,0.04,365,1,0,0
17770287,Manhattan,155.0,30,3,40.7502,-73.98289,0.11,332,1,0,0
57050977,Brooklyn,68.0,2,22,40.71397,-73.94873,0.78,0,1,0,0
3191545,Manhattan,135.0,30,0,40.74919,-73.97244,,365,1,0,0
11427289,Manhattan,300.0,1,1,40.73484,-73.99614,0.04,0,0,1,0
45595980,Manhattan,197.0,30,0,40.76876,-73.96686,,58,1,0,0
971418,Queens,75.0,1,73,40.76101,-73.92464,2.75,273,1,0,0
118727691,Brooklyn,116.66666666666667,3,27,40.69353,-73.97431,1.0,303,1,0,0
10896859,Brooklyn,150.0,3,70,40.66587,-73.98206,2.58,89,1,0,0
118745519,Manhattan,155.0,1,67,40.71942,-73.99694,2.45,189,1,0,0
96479013,Brooklyn,81.0,5,42,40.69499,-73.94822,1.58,63,0,1,0
118753490,Manhattan,100.0,1,5,40.70817,-74.00511,0.17,0,0,1,0
1273890,Manhattan,185.0,30,7,40.8513,-73.93681,0.26,331,1,0,0
114104868,Queens,65.0,3,7,40.69883,-73.85257,0.4,365,0,1,0
114463720,Brooklyn,192.5,2,76,40.71092,-73.96755,2.69,209,1,0,0
101672721,Manhattan,125.0,1,0,40.8178,-73.93774,,0,0,1,0
25227079,Brooklyn,130.0,3,2,40.67435,-73.96691,0.07,0,1,0,0
118695056,Brooklyn,153.0,3,28,40.6925,-73.98613,1.0,11,0,1,0
15730200,Manhattan,150.0,2,1,40.72131,-73.98508,0.37,0,0,1,0
13137787,Manhattan,95.0,4,2,40.72778,-73.98936,0.08,0,0,1,0
2054816,Manhattan,150.0,2,10,40.82805,-73.94676,0.36,0,1,0,0
48618586,Brooklyn,175.0,2,1,40.64261,-73.94334,0.04,0,1,0,0
118839909,Brooklyn,120.0,2,131,40.6875,-73.92542,5.23,159,1,0,0
8753629,Manhattan,120.0,14,7,40.86488,-73.92922,0.27,13,1,0,0
117385673,Manhattan,100.0,3,9,40.7317,-73.9833,0.32,0,0,1,0
11070120,Bronx,45.0,22,10,40.85929,-73.90048,0.36,186,0,1,0
7920086,Manhattan,74.0,16,7,40.7865,-73.94406,0.28,0,0,1,0
855079,Manhattan,110.0,1,26,40.7281,-73.9839,0.91,0,0,1,0
105225699,Queens,110.0,3,75,40.76199,-73.79465,3.07,174,1,0,0
78254013,Manhattan,75.0,1,19,40.79917,-73.96765,0.73,0,0,1,0
22607793,Brooklyn,94.0,2,10,40.68152,-73.96276,0.39,0,1,0,0
105025187,Manhattan,55.0,5,2,40.7234,-73.97628,0.07,0,0,1,0
118913632,Brooklyn,100.0,7,0,40.64028,-74.01262,,0,1,0,0
27624941,Manhattan,99.0,2,154,40.78025,-73.94802,5.42,145,0,1,0
1097545,Manhattan,69.0,6,30,40.72521,-73.97879,1.08,43,0,1,0
10348014,Brooklyn,139.0,1,0,40.71545,-73.95299,,0,1,0,0
27844914,Brooklyn,42.0,14,32,40.69428,-73.94148,1.14,72,0,1,0
21369808,Brooklyn,55.0,7,3,40.69612,-73.94918,0.11,0,0,1,0
7188712,Manhattan,119.0,2,4,40.83137,-73.94117,0.16,0,0,1,0
7070648,Manhattan,105.0,5,24,40.78206,-73.94949,0.85,20,1,0,0
1704042,Brooklyn,55.0,2,21,40.67987,-73.93235,0.76,19,0,1,0
2063421,Brooklyn,125.0,1,0,40.67522,-73.99853,,0,1,0,0
6811053,Manhattan,46.0,6,1,40.78943,-73.9478,0.04,0,0,1,0
19177308,Brooklyn,36.0,2,83,40.6896,-73.90624,2.95,155,0,1,0
41191579,Brooklyn,45.0,1,4,40.66945,-73.93899,0.44,0,0,1,0
40935862,Manhattan,150.0,3,6,40.72105,-73.98371,0.22,90,1,0,0
13848780,Manhattan,275.0,2,15,40.71363,-73.9977,3.17,207,1,0,0
71126864,Brooklyn,100.0,29,0,40.6957,-73.93196,,310,1,0,0
7976263,Manhattan,100.0,5,3,40.74431,-73.9922,0.11,0,0,1,0
94100043,Manhattan,35.0,1,118,40.76675,-73.95428,4.21,0,0,0,1
94100043,Manhattan,35.0,1,115,40.76731,-73.95419,4.06,0,0,0,1
119027851,Bronx,130.0,2,62,40.81632,-73.90991,2.19,36,1,0,0
119029523,Brooklyn,150.0,5,4,40.62067,-74.02942,1.9,312,1,0,0
12302104,Manhattan,73.0,1,116,40.72208,-73.98109,4.07,238,0,1,0
15266675,Brooklyn,160.0,2,9,40.71786,-73.94556,0.33,0,1,0,0
28786801,Brooklyn,54.0,1,1,40.70288,-73.92796,0.04,0,0,1,0
118870308,Manhattan,75.0,1,2,40.7464,-73.97669,0.07,0,0,1,0
7427325,Manhattan,126.66666666666667,3,1,40.76407,-73.99322,0.04,0,1,0,0
117035626,Brooklyn,115.0,2,97,40.67573,-73.97993,3.68,0,1,0,0
1197823,Brooklyn,100.0,3,12,40.70887,-73.94609,0.43,0,0,1,0
118270996,Manhattan,80.0,1,3,40.84806,-73.93931,0.11,0,0,1,0
119125703,Brooklyn,109.0,3,73,40.70983,-73.96495,2.64,37,1,0,0
76840423,Staten Island,180.0,1,136,40.53871,-74.16966,4.81,136,1,0,0
5817532,Brooklyn,100.0,6,7,40.68326,-73.97796,0.36,42,1,0,0
33955029,Manhattan,160.0,3,15,40.72492,-73.98982,0.54,0,0,1,0
5162192,Manhattan,130.0,30,2,40.7979,-73.96024,0.08,216,1,0,0
3650456,Manhattan,90.0,7,12,40.74899,-74.00403,0.42,0,0,1,0
5524401,Manhattan,63.0,7,21,40.82288,-73.95254,0.75,0,0,1,0
1659170,Brooklyn,126.0,1,6,40.71315,-73.943,0.22,0,1,0,0
43685722,Manhattan,195.0,2,16,40.78873,-73.97402,0.59,0,1,0,0
10475653,Brooklyn,45.0,1,108,40.64958,-73.97482,3.8,243,0,1,0
119173203,Brooklyn,47.0,1,17,40.70537,-73.91587,0.97,0,0,1,0
15219324,Queens,55.0,10,0,40.76964,-73.92303,,188,0,1,0
119190733,Brooklyn,200.0,7,1,40.68196,-73.99944,0.04,0,1,0,0
66519807,Manhattan,60.0,7,0,40.77734,-73.94592,,0,1,0,0
117851567,Manhattan,51.0,1,0,40.81955,-73.95587,,0,0,1,0
80479138,Manhattan,160.0,30,7,40.76032,-73.96618,0.4,71,1,0,0
14759473,Brooklyn,55.0,1,25,40.7002,-73.94327,0.88,0,0,1,0
3095778,Manhattan,110.0,12,11,40.72208,-73.98473,0.39,0,1,0,0
42555896,Manhattan,200.0,30,3,40.80063,-73.95223,0.27,327,1,0,0
19177308,Brooklyn,109.0,3,72,40.68956,-73.90599,2.55,140,1,0,0
1420715,Brooklyn,149.0,3,70,40.6898,-73.91835,2.51,170,1,0,0
6335895,Manhattan,220.0,4,16,40.71862,-73.98405,0.65,14,1,0,0
36578169,Manhattan,130.0,2,0,40.77984,-73.94725,,0,1,0,0
1794149,Manhattan,75.0,2,3,40.70682,-74.00445,0.11,0,0,1,0
24580054,Brooklyn,250.0,2,0,40.73204,-73.95874,,0,1,0,0
331658,Queens,65.0,3,19,40.69643,-73.89362,0.7,104,1,0,0
79820757,Brooklyn,300.0,30,9,40.67595,-73.94132,0.33,136,1,0,0
74179880,Brooklyn,90.0,3,68,40.67549,-73.88932,2.51,343,1,0,0
1750299,Brooklyn,69.0,23,12,40.7115,-73.9429,0.44,189,0,1,0
105394139,Bronx,79.0,3,115,40.87094,-73.89386,4.1,71,0,1,0
117263759,Manhattan,190.0,1,132,40.75046,-73.99854,5.17,252,1,0,0
51752603,Manhattan,80.0,3,1,40.73104,-73.99831,0.04,0,0,1,0
119466544,Brooklyn,175.0,1,2,40.66317,-73.98465,0.07,0,1,0,0
55125246,Queens,65.0,1,347,40.68638,-73.79007,13.48,159,0,1,0
119483929,Manhattan,148.0,14,0,40.7481,-73.97771,,0,1,0,0
64610450,Manhattan,63.0,3,10,40.71569,-73.99076,0.36,0,0,1,0
35529867,Manhattan,99.0,3,9,40.80339,-73.95034,0.42,0,0,1,0
4844209,Brooklyn,90.0,5,0,40.70146,-73.92887,,0,1,0,0
86602555,Manhattan,250.0,2,24,40.74314,-73.99552,0.9,42,1,0,0
99245631,Manhattan,90.0,2,3,40.77186,-73.95402,0.11,0,0,1,0
119523037,Brooklyn,120.0,1,119,40.582,-73.96185,4.2,85,1,0,0
119548006,Queens,39.0,2,113,40.73318,-73.79322,4.04,3,1,0,0
5800161,Brooklyn,117.0,30,11,40.68886,-73.99825,0.47,324,1,0,0
100106209,Brooklyn,160.0,1,45,40.66042,-73.96234,1.62,303,0,1,0
975819,Manhattan,250.0,2,0,40.72118,-73.99602,,0,1,0,0
16064049,Manhattan,100.0,13,6,40.76616,-73.98435,0.21,0,1,0,0
119623927,Manhattan,117.0,180,15,40.72804,-73.98665,0.56,332,1,0,0
5925984,Manhattan,175.0,2,60,40.74685,-73.9841,2.3,357,0,1,0
29893675,Manhattan,25.0,1,9,40.82432,-73.9385,0.32,0,0,0,1
54861276,Brooklyn,152.0,2,12,40.69257,-73.99707,0.5,0,1,0,0
119634559,Brooklyn,45.0,7,11,40.66507,-73.95699,0.4,0,0,1,0
119155499,Brooklyn,59.0,5,26,40.69369,-73.92292,0.93,325,0,1,0
90731801,Manhattan,70.0,3,3,40.72833,-73.98118,0.11,0,0,1,0
119155499,Brooklyn,57.0,5,23,40.69391,-73.92469,0.84,337,0,1,0
119669258,Brooklyn,200.0,2,77,40.68932,-73.94098,2.97,88,1,0,0
119667654,Brooklyn,71.0,5,0,40.69175,-73.94755,,0,1,0,0
119592255,Queens,45.0,1,336,40.68073,-73.78354,11.91,345,0,1,0
119155499,Brooklyn,61.0,5,32,40.69516,-73.92258,1.14,350,0,1,0
59262205,Brooklyn,55.0,1,102,40.67989,-73.90857,3.66,121,0,1,0
1522383,Brooklyn,74.0,1,4,40.68006,-73.97248,0.15,0,0,1,0
13492085,Manhattan,100.0,1,1,40.74525,-73.99229,0.04,0,0,1,0
119706589,Manhattan,178.0,1,146,40.71463,-73.99658,5.28,212,1,0,0
55125246,Queens,80.0,1,129,40.68787,-73.78843,5.19,180,0,1,0
13561853,Queens,75.0,30,6,40.74176,-73.924,0.22,45,1,0,0
119779683,Manhattan,158.0,3,61,40.80859,-73.94216,2.21,62,1,0,0
10015020,Brooklyn,88.0,4,66,40.66391,-73.93551,2.35,0,1,0,0
95921812,Brooklyn,95.0,1,3,40.67873,-73.98976,0.11,0,1,0,0
88326259,Manhattan,225.0,3,62,40.78172,-73.94827,2.27,234,1,0,0
19289048,Brooklyn,240.0,2,15,40.68773,-73.97902,0.62,66,1,0,0
100656374,Queens,110.0,3,68,40.78304,-73.91783,2.47,299,1,0,0
92294213,Manhattan,225.0,3,12,40.73414,-74.00001,0.43,0,1,0,0
6978404,Brooklyn,165.0,20,0,40.62645,-74.02888,,46,1,0,0
7824337,Brooklyn,140.0,3,26,40.65218,-73.96193,1.09,161,1,0,0
8314232,Brooklyn,100.0,1,38,40.65802,-73.95595,1.34,0,1,0,0
79882333,Brooklyn,39.0,2,2,40.68119,-73.93722,0.07,0,0,1,0
54637605,Queens,110.0,3,10,40.702,-73.89768,0.37,16,1,0,0
33510,Brooklyn,105.0,31,2,40.64847,-73.96132,0.07,41,1,0,0
10737943,Manhattan,49.0,30,4,40.77414,-73.94643,0.3,99,0,1,0
44582082,Queens,45.0,2,9,40.70013,-73.90077,0.32,0,0,1,0
114736959,Brooklyn,99.0,2,68,40.57582,-73.98576,2.51,125,1,0,0
9132087,Manhattan,169.0,3,22,40.72956,-73.99979,0.81,0,1,0,0
119930068,Manhattan,130.0,1,4,40.76699,-73.9848,0.14,0,1,0,0
99242527,Manhattan,255.0,3,90,40.74074,-73.98573,3.21,194,1,0,0
16261195,Manhattan,80.0,9,3,40.77699,-73.95193,0.11,0,0,1,0
119941037,Brooklyn,70.0,1,3,40.68934,-73.99438,0.11,0,0,1,0
7501534,Brooklyn,60.0,2,0,40.71064,-73.96497,,0,0,1,0
119959551,Manhattan,219.0,4,5,40.73756,-73.99111,0.18,0,1,0,0
119967955,Brooklyn,60.0,1,86,40.66713,-73.98155,3.14,117,0,1,0
44709817,Brooklyn,60.0,1,3,40.68187,-73.94589,0.16,0,0,1,0
2412748,Brooklyn,82.0,4,0,40.6727,-73.95505,,0,0,1,0
836353,Manhattan,122.0,6,22,40.72588,-73.98598,0.87,15,1,0,0
21877498,Brooklyn,125.0,3,0,40.7012,-73.92876,,0,1,0,0
103361884,Brooklyn,44.0,3,25,40.6514,-73.9616,1.78,3,0,1,0
120082555,Queens,125.0,2,67,40.72999,-73.86043,2.58,278,1,0,0
9683962,Queens,55.0,1,9,40.76987,-73.92679,0.91,0,0,1,0
23192585,Brooklyn,47.0,4,36,40.68335,-73.91222,1.28,0,0,1,0
38593087,Brooklyn,80.0,1,58,40.7087,-73.9671,2.08,120,0,1,0
116746802,Queens,65.0,7,40,40.75047,-73.75349,1.51,148,0,1,0
105372357,Queens,75.0,5,17,40.74117,-73.94904,0.61,112,0,1,0
120137482,Queens,100.0,1,0,40.75566,-73.9205,,0,0,1,0
34745360,Brooklyn,90.0,22,0,40.71612,-73.95983,,0,0,1,0
13416818,Brooklyn,45.0,2,16,40.67964,-73.95629,0.57,0,0,1,0
45671454,Bronx,125.0,1,0,40.88438,-73.86397,,0,0,1,0
118378908,Brooklyn,69.0,28,17,40.71355,-73.95003,0.61,229,0,1,0
13860679,Manhattan,199.0,2,49,40.86461,-73.92363,1.81,147,1,0,0
119987770,Queens,55.0,1,239,40.76245,-73.87938,8.58,361,0,1,0
18660750,Queens,50.0,1,76,40.5938,-73.77373,2.84,324,0,1,0
120245256,Manhattan,125.0,1,4,40.79712,-73.96117,0.14,0,0,1,0
120256797,Brooklyn,125.0,31,4,40.69095,-73.93444,0.16,178,1,0,0
120261070,Queens,75.0,1,0,40.7246,-73.85688,,0,0,1,0
8784337,Brooklyn,32.0,5,3,40.6937,-73.91006,0.11,0,0,1,0
42727726,Brooklyn,88.0,7,15,40.71284,-73.96284,0.55,0,0,1,0
43907907,Manhattan,215.0,3,38,40.79563,-73.97634,1.4,31,1,0,0
110081618,Manhattan,134.0,1,81,40.76125,-73.98945,2.96,0,1,0,0
112814443,Brooklyn,125.0,2,104,40.68221,-73.94618,3.69,268,1,0,0
57862648,Brooklyn,60.0,1,0,40.6613,-73.89088,,88,0,1,0
18217011,Manhattan,60.0,4,95,40.86857,-73.91577,3.65,323,0,1,0
2263722,Brooklyn,56.0,7,12,40.64945,-73.96108,0.44,0,0,1,0
93148942,Brooklyn,85.0,1,19,40.69872,-73.92718,0.72,0,0,1,0
107947878,Brooklyn,100.0,2,50,40.6781,-73.90822,3.12,235,1,0,0
51594665,Manhattan,55.0,2,0,40.81248,-73.94317,,0,0,1,0
120393659,Manhattan,150.0,4,22,40.81315,-73.94747,0.85,238,1,0,0
56840569,Manhattan,60.0,183,1,40.78193,-73.95099,0.09,340,0,1,0
118378908,Brooklyn,108.0,28,17,40.71415,-73.94867,0.66,332,1,0,0
3811546,Brooklyn,122.0,4,59,40.69076,-73.95404,2.11,217,1,0,0
119548006,Queens,45.0,2,142,40.73275,-73.79366,5.03,2,1,0,0
22019825,Brooklyn,150.0,7,2,40.71889,-73.95707,0.08,0,1,0,0
60244293,Brooklyn,160.0,2,45,40.68445,-73.92662,1.61,0,1,0,0
9028424,Brooklyn,140.0,7,1,40.69551,-73.99371,0.05,8,1,0,0
11392003,Brooklyn,210.0,3,76,40.69709,-73.93103,2.8,9,1,0,0
97266110,Manhattan,180.0,3,2,40.73523,-73.99465,0.07,365,1,0,0
117195769,Queens,80.0,1,161,40.76505,-73.90918,5.74,365,0,1,0
54677014,Manhattan,79.0,2,72,40.82279,-73.9517,2.59,160,0,1,0
1721381,Brooklyn,180.0,3,2,40.68233,-73.97778,0.07,0,1,0,0
21725994,Brooklyn,190.0,7,9,40.65598,-73.95831,0.36,82,1,0,0
119737270,Brooklyn,60.0,2,0,40.64041,-73.95674,,175,0,1,0
19884477,Manhattan,139.0,1,77,40.80935,-73.95786,2.79,0,1,0,0
25054395,Brooklyn,163.0,5,12,40.66929,-73.98707,0.43,192,1,0,0
119737270,Brooklyn,65.0,2,0,40.63865,-73.95786,,0,0,1,0
119829743,Manhattan,60.833333333333336,6,7,40.74054,-74.0004,0.26,0,1,0,0
120456470,Queens,200.0,5,42,40.77411,-73.90926,1.55,77,1,0,0
6274742,Brooklyn,84.0,4,8,40.69197,-73.95849,1.1,0,1,0,0
79105834,Queens,58.0,1,104,40.75386,-73.93324,3.74,300,0,1,0
58953152,Brooklyn,42.0,2,12,40.69927,-73.91316,1.26,0,0,1,0
64401976,Brooklyn,90.0,3,76,40.66175,-73.98731,2.75,248,1,0,0
3249903,Brooklyn,98.0,4,0,40.63501,-73.95522,,0,0,1,0
3249903,Brooklyn,75.0,4,2,40.63637,-73.95698,0.32,188,0,1,0
27378293,Manhattan,86.0,2,3,40.82837,-73.94854,0.11,342,0,1,0
6198824,Manhattan,251.0,1,12,40.7192,-74.01022,0.43,0,1,0,0
50755667,Brooklyn,85.0,3,6,40.66865,-73.9865,0.23,98,1,0,0
14768609,Brooklyn,285.0,4,19,40.69677,-73.97112,0.68,15,1,0,0
120570941,Manhattan,162.5,2,5,40.74817,-73.98211,0.18,0,1,0,0
120577730,Manhattan,220.0,2,9,40.70833,-74.0131,0.33,47,1,0,0
120577640,Brooklyn,250.0,1,0,40.66926,-73.97862,,89,0,1,0
79105834,Queens,58.0,1,74,40.75551,-73.934,2.66,281,0,1,0
79105834,Queens,58.0,1,86,40.75603,-73.93405,3.09,301,0,1,0
10714931,Brooklyn,50.0,3,16,40.67268,-73.95249,0.62,37,0,1,0
11524572,Brooklyn,145.0,3,56,40.71233,-73.96181,2.01,18,1,0,0
120599606,Manhattan,199.0,2,0,40.76383,-73.97704,,0,0,1,0
10661558,Manhattan,126.0,1,120,40.77546,-73.94897,4.28,148,0,1,0
26177358,Manhattan,230.0,4,34,40.7683,-73.95919,1.33,4,1,0,0
10661558,Manhattan,129.0,1,117,40.77349,-73.94994,4.2,155,0,1,0
10661558,Manhattan,119.0,1,120,40.77571,-73.94803,4.34,147,0,1,0
119592255,Queens,50.0,1,173,40.6809,-73.78196,6.15,365,0,1,0
18481424,Brooklyn,100.0,7,3,40.68968,-73.94483,0.11,0,1,0,0
387844,Brooklyn,199.0,90,35,40.69452,-73.99552,1.25,0,1,0,0
28573,Brooklyn,65.0,1,140,40.6778,-73.9135,5.0,144,0,1,0
43098504,Manhattan,50.0,4,9,40.85022,-73.92903,0.33,83,0,1,0
73756811,Brooklyn,65.0,1,51,40.67247,-73.94421,1.83,0,0,1,0
40031815,Manhattan,200.0,5,2,40.72864,-73.98102,0.07,0,1,0,0
7475363,Manhattan,150.0,2,61,40.76578,-73.95443,2.85,287,0,1,0
53972872,Brooklyn,50.0,1,6,40.67186,-73.94094,0.21,0,0,1,0
120761466,Brooklyn,90.0,2,45,40.64765,-73.95804,1.64,363,0,1,0
26980460,Brooklyn,180.0,14,1,40.69383,-73.98539,0.1,0,1,0,0
84548731,Brooklyn,50.0,4,6,40.65531,-73.96161,0.22,6,0,1,0
4812440,Manhattan,250.0,2,0,40.7701,-73.9589,,0,1,0,0
41398005,Staten Island,122.0,1,52,40.59347,-74.06914,2.0,219,1,0,0
7854459,Brooklyn,225.0,2,1,40.70208,-73.98568,0.07,88,1,0,0
120767920,Queens,51.0,2,129,40.75708,-73.81268,4.63,355,0,1,0
4933848,Brooklyn,90.0,1,4,40.69554,-73.92588,0.14,0,1,0,0
89197711,Brooklyn,79.0,1,2,40.60044,-73.99341,0.08,0,0,1,0
29055402,Brooklyn,275.0,2,66,40.68567,-73.93509,2.42,23,1,0,0
45387487,Brooklyn,45.0,1,0,40.69705,-73.92585,,1,0,1,0
95306427,Manhattan,100.0,3,26,40.72766,-73.98249,0.94,0,0,1,0
62641345,Manhattan,199.0,2,83,40.7975,-73.97161,3.01,37,1,0,0
4135793,Manhattan,75.0,1,8,40.72263,-73.99622,0.28,0,0,1,0
120890372,Brooklyn,145.0,7,25,40.695,-73.90755,0.95,271,1,0,0
